city,lat,lng,country,iso2,admin,capital,population,population_proper
NETLEY GAP,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OLARY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OULNINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OULNINA PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAYFIELD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGSTON ON MURRAY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOOROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOOROOK SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WAPPILKA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YINKANIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NAIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HANSBOROUGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
JULIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT MARY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEALES FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NGAPALA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PEEP HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
POINT PASS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COPEVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GALGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MANTUNG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MERCUNDA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PERPONDA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BORRIKA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HALIDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MINDARIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SANDALWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CALIPH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WANBI,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CADELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CADELL LAGOON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOLDEN HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
QUALCO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RAMCO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RAMCO HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SUNLANDS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MORN HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSEWORTHY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHEA-OAK LOG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TEMPLERS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FREELING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALLENDALE NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAGOT WELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MANNANARIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOLOWILIENA SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOOCKRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THREE CREEKS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILCOWIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLIPPA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WITCHITIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YANYARRIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRUCE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SPECTACLE LAKE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COBDOGLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROSEDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SANDY CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALTONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT MCKENZIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PENRICE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PUNYELROO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEDAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SUNNYDALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOWITTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAKARA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BAKARA WELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MINVALARA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OODLA WIRRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARATOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARNAROO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PETERBOROUGH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SUNNYBRAE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UCOLTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WAROONEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ERITH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVERARD CENTRAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NETHERTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARRAKIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PEAKE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SHERLOCK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAMEROO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NGARKAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARILLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STOCKPORT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GILES CORNER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TARLEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RHYNIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RIVERTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOOLSHED FLAT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BULLOO CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COCKBURN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FISHER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FARAWAY HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLUEPOT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GUM CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HANSON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KOONOONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LEIGHTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MONGOLATA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORTH BOOBOROWIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OAKVALE STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OLD KOOMOOLOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARCOOLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GOYDER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HALBURY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOSKIN CORNER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT TEMPLETON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SAINTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STOW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATCHMAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WHITWARTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BLYTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ANAMA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRINKWORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BUNGAREE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
THURLGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UNO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARDEA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BON BON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BULGUNNIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COMMONWEALTH HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COONDAMBO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENDAMBO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGOONYA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE HARRIS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MULGATHING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILGENA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WIRRAMINNA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ARCOONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BILLA KALINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOSWORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MILLERS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT EBA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT VIVIAN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARAKYLIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PIMBA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PURPLE DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STUARTS CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOOMERA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ANDAMOOKA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ANDAMOOKA STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALLANDALE STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ANNA CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ARCKARINGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COOBER PEDY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EVELYN DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INGOMAR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MABEL CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MCDOUALL PEAK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT BARRY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT CLARENCE STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT WILLOUGHBY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NILPINNA STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLIAM CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WINTINNA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE EVERARD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOOLOOLOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOORILLAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOTPENA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT FALKLAND,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NARRINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NILPENA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ORATUNGA STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PARACHILNA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PUTTAPA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WARRAWEENA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WIRREALPA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BOLLARDS LAGOON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CORDILLO DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GIDGEALPA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
INNAMINCKA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LEIGH CREEK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LEIGH CREEK STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LINDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LYNDHURST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MERTY MERTY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT FREELING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT LYNDHURST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MULGARIA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MURNPEOWIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MYRTLE SPRINGS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
STRZELECKI DESERT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WITCHELINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ANGEPENA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ARKAROOLA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURR WELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COPLEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GAMMON RANGES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MANNERS WELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOOLAWATANA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT SERLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MULGA VIEW,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEPABUNNA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NORTH MOOLOOLOO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PINDA SPRINGS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UMBERATANA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WERTALOONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WOOLTANA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YANKANINNA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALTON DOWNS STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CALLANNA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLAYTON STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CLIFTON HILLS STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COWARIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DULKANINNA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ETADUNNA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FARINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FARINA STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KALAMURINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE EYRE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARREE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARREE STATION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MULKA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MULOORINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MUNDOWDNA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MUNGERANIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PANDIE PANDIE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CROWN POINT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ERINGA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MACUMBA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT SARAH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
OODNADATTA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SIMPSON DESERT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TODMORDEN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WITJIRA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ADELAIDE AIRPORT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GARDEN ISLAND,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TORRENS ISLAND,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE GAIRDNER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAKE MACFARLANE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAHANEWO,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOONAREE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT IVE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NONNING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SIAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
Hampton,-37.813938,144.963425,Australia,AU,Victoria,admin,,
Toorak,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MELBOURNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MELBOURNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
EAST MELBOURNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WEST MELBOURNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MELBOURNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST KILDA ROAD CENTRAL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST KILDA ROAD MELBOURNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WORLD TRADE CENTRE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SOUTH WHARF,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SOUTHBANK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DOCKLANDS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
UNIVERSITY OF MELBOURNE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FOOTSCRAY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEDDON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEDDON WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BROOKLYN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGSVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGSVILLE WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAIDSTONE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TOTTENHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WEST FOOTSCRAY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARRAVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
YARRAVILLE WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
NEWPORT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SOUTH KINGSVILLE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SPOTSWOOD,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLIAMSTOWN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLIAMSTOWN NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALTONA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEAHOLME,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRAYBROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BRAYBROOK NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ROBINSON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALBION,-37.813938,144.963425,Australia,AU,Victoria,admin,,
GLENGALA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SUNSHINE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SUNSHINE NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SUNSHINE WEST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALBANVALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KEALBA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KINGS PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ST ALBANS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ARDEER,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEER PARK EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURNSIDE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
BURNSIDE HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAIRNLEA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CAROLINE SPRINGS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEER PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DEER PARK NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
RAVENHALL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FIELDSTONE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MAMBOURIN,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MANOR LAKES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MOUNT COTTRELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WYNDHAM VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALTONA EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALTONA GATE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALTONA NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAVERTON NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAVERTON RAAF,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLIAMS LANDING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WILLIAMS RAAF,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ALTONA MEADOWS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
LAVERTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SEABROOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HOPPERS CROSSING,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TARNEIT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRUGANINA,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CHARTWELL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
COCOROC,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DERRIMUT,-37.813938,144.963425,Australia,AU,Victoria,admin,,
POINT COOK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
QUANDONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WERRIBEE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WERRIBEE SOUTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
FLEMINGTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KENSINGTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
ASCOT VALE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HIGHPOINT CITY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
MARIBYRNONG,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TRAVANCORE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KEILOR EAST,-37.813938,144.963425,Australia,AU,Victoria,admin,,
AVONDALE HEIGHTS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KEILOR,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KEILOR NORTH,-37.813938,144.963425,Australia,AU,Victoria,admin,,
CALDER PARK,-37.813938,144.963425,Australia,AU,Victoria,admin,,
DELAHEY,-37.813938,144.963425,Australia,AU,Victoria,admin,,
HILLSIDE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
PLUMPTON,-37.813938,144.963425,Australia,AU,Victoria,admin,,
SYDENHAM,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TAYLORS HILL,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KEILOR DOWNS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
KEILOR LODGE,-37.813938,144.963425,Australia,AU,Victoria,admin,,
TAYLORS LAKES,-37.813938,144.963425,Australia,AU,Victoria,admin,,
WATERGARDENS,-37.813938,144.963425,Australia,AU,Victoria,admin,,
